"workerid","nat","age","gender","race","region","gendComments","raceComments","genComments","name1","trialtype","content","qtype","context","prev","rhetorical","negevidential","posepist","surprise","indignation","comment","experiment","qtype2"
"S_252","Y","20s","F","CAU","NE",NA,"",NA,"Alice","mnpi","lift","evenq","c1","mnpi-lift-c2",16,86,27,26,73,"","exp2a","evenq"
"S_252","Y","20s","F","CAU","NE",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",75,76,73,22,70,"","exp2a","evenpnq"
"S_252","Y","20s","F","CAU","NE",NA,"",NA,"Sally","evenh","call","pq","c1","evenh-call-c2",76,66,71,88,23,"","exp2a","pq"
"S_194","Y","20s","F","ASI","WE",NA,"",NA,"Roy","snpi","anytime","pq","c1","snpi-anytime-c2",100,18,100,87,0,"","exp2a","pq"
"S_194","Y","20s","F","ASI","WE",NA,"",NA,"Sally","evenh","call","pnq","c1","evenh-call-c2",100,32,100,75,0,"","exp2a","pnq"
"S_194","Y","20s","F","ASI","WE",NA,"",NA,"Alice","mnpi","lift","evenpnq","c1","mnpi-lift-c2",77,100,100,83,68,"","exp2a","evenpnq"
"S_194","Y","20s","F","ASI","WE",NA,"",NA,"Carrie","evenl","inkling","evenq","c1","evenl-inkling-c2",100,81,100,100,100,"","exp2a","evenq"
"S_231","Y","20s","M","ASI","WE",NA,"",NA,"Matt","evenh","solve","evenq","c1","evenh-solve-c2",50,55,100,0,100,"","exp2a","evenq"
"S_231","Y","20s","M","ASI","WE",NA,"",NA,"Jacob","evenl","grain","evenpnq","c1","evenl-grain-c2",31,68,0,100,100,"","exp2a","evenpnq"
"S_231","Y","20s","M","ASI","WE",NA,"",NA,"Lily","snpi","anything","pnq","c1","snpi-anything-c2",50,50,66,100,0,"","exp2a","pnq"
"S_231","Y","20s","M","ASI","WE",NA,"",NA,"Alice","mnpi","lift","pq","c1","mnpi-lift-c2",50,50,62,79,64,"","exp2a","pq"
"S_373","Y","30s","F","AFR","WE",NA,"",NA,"Carrie","evenl","inkling","pnq","c1","evenl-inkling-c2",67,75,67,59,75,"none","exp2a","pnq"
"S_373","Y","30s","F","AFR","WE",NA,"",NA,"Andrew","mnpi","give","evenq","c1","mnpi-give-c2",71,79,33,58,57,"","exp2a","evenq"
"S_373","Y","30s","F","AFR","WE",NA,"",NA,"Roy","snpi","anytime","evenpnq","c1","snpi-anytime-c2",68,69,62,69,72,"","exp2a","evenpnq"
"S_373","Y","30s","F","AFR","WE",NA,"",NA,"Matt","evenh","solve","pq","c1","evenh-solve-c2",61,65,65,66,69,"","exp2a","pq"
"S_9","Y","30s","M","CAU","nonUS",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",83,66,42,60,66,"Very Engaging","exp2b","pnq"
"S_9","Y","30s","M","CAU","nonUS",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",41,30,78,79,62,"","exp2b","pq"
"S_9","Y","30s","M","CAU","nonUS",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",73,75,68,80,61,"","exp2b","evenq"
"S_9","Y","30s","M","CAU","nonUS",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",39,66,67,64,64,"","exp2b","evenpnq"
"S_244","Y","20s","M","CAU","WE",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",100,9,78,55,4,"","exp2b","pq"
"S_244","Y","20s","M","CAU","WE",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",0,81,99,68,100,"","exp2b","evenq"
"S_244","Y","20s","M","CAU","WE",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",100,81,66,56,36,"","exp2b","evenpnq"
"S_244","Y","20s","M","CAU","WE",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",22,65,33,35,36,"","exp2b","pnq"
"S_264","Y","30s","M","CAU","MA",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",81,41,39,71,39,"","exp2b","evenq"
"S_264","Y","30s","M","CAU","MA",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",83,36,76,40,74,"","exp2b","pq"
"S_264","Y","30s","M","CAU","MA",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",82,33,80,43,81,"","exp2b","pnq"
"S_264","Y","30s","M","CAU","MA",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",88,30,80,65,85,"","exp2b","evenpnq"
"S_101","Y","30s","M","CAU","nonUS",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",78,40,79,75,60,"","exp2b","pnq"
"S_101","Y","30s","M","CAU","nonUS",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",69,35,71,86,58,"","exp2b","evenq"
"S_101","Y","30s","M","CAU","nonUS",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",82,35,74,83,40,"","exp2b","pq"
"S_101","Y","30s","M","CAU","nonUS",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",75,73,77,87,66,"","exp2b","evenpnq"
"S_2","Y","30s","M","CAU","MA",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",100,74,100,57,4,"","exp2b","pnq"
"S_2","Y","30s","M","CAU","MA",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",100,16,100,82,26,"","exp2b","pq"
"S_2","Y","30s","M","CAU","MA",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",10,7,9,29,78,"","exp2b","evenpnq"
"S_2","Y","30s","M","CAU","MA",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",27,85,72,86,5,"","exp2b","evenq"
"S_205","Y","20s","M","ASI","MA",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",13,68,21,63,12,"","exp2b","evenq"
"S_205","Y","20s","M","ASI","MA",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",53,75,70,60,24,"","exp2b","pnq"
"S_205","Y","20s","M","ASI","MA",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",65,30,74,15,7,"","exp2b","evenpnq"
"S_205","Y","20s","M","ASI","MA",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",22,63,25,35,62,"","exp2b","pq"
"S_1","Y","30s","F","CAU","SW",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",70,29,39,12,4,"","exp2b","pq"
"S_1","Y","30s","F","CAU","SW",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",70,33,59,78,25,"","exp2b","pnq"
"S_1","Y","30s","F","CAU","SW",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",42,68,30,87,19,"","exp2b","evenpnq"
"S_1","Y","30s","F","CAU","SW",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",33,69,29,37,12,"","exp2b","evenq"
"S_122","Y","30s","M","NAT","SW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",74,67,65,61,81,"","exp2b","pq"
"S_122","Y","30s","M","NAT","SW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",21,26,74,72,76,"Great","exp2b","evenpnq"
"S_122","Y","30s","M","NAT","SW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",72,75,48,50,46,"Nice","exp2b","evenq"
"S_122","Y","30s","M","NAT","SW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",25,31,74,76,83,"","exp2b","pnq"
"S_105","Y","20s","F","CAU","SO",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",50,34,21,41,54,"","exp2b","pq"
"S_105","Y","20s","F","CAU","SO",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",63,88,35,67,24,"","exp2b","pnq"
"S_105","Y","20s","F","CAU","SO",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",60,55,62,11,0,"","exp2b","evenpnq"
"S_105","Y","20s","F","CAU","SO",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",36,55,26,66,14,"","exp2b","evenq"
"S_229","Y","30s","M","CAU","MW",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",7,87,38,60,0,"","exp2b","evenq"
"S_229","Y","30s","M","CAU","MW",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",14,86,53,74,0,"","exp2b","pnq"
"S_229","Y","30s","M","CAU","MW",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",34,56,7,54,21,"","exp2b","evenpnq"
"S_229","Y","30s","M","CAU","MW",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",57,32,59,72,19,"","exp2b","pq"
"S_99","Y","30s","M","CAU","SW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",38,58,36,71,30,"","exp2b","pnq"
"S_99","Y","30s","M","CAU","SW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",61,61,64,78,61,"","exp2b","evenpnq"
"S_99","Y","30s","M","CAU","SW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",62,53,67,73,58,"","exp2b","pq"
"S_99","Y","30s","M","CAU","SW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",64,72,65,74,43,"","exp2b","evenq"
"S_300","Y","20s","M","CAU","NE",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",74,79,36,66,61,"","exp2b","pnq"
"S_300","Y","20s","M","CAU","NE",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",65,28,31,75,37,"","exp2b","evenq"
"S_300","Y","20s","M","CAU","NE",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",20,27,26,35,23,"","exp2b","pq"
"S_300","Y","20s","M","CAU","NE",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",70,37,74,69,19,"","exp2b","evenpnq"
"S_338","Y","40s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",60,15,50,80,35,"","exp2b","pnq"
"S_338","Y","40s","M","CAU","MW",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",20,95,80,95,75,"","exp2b","evenq"
"S_338","Y","40s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",50,65,50,30,0,"","exp2b","pq"
"S_338","Y","40s","M","CAU","MW",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",30,55,90,85,70,"","exp2b","evenpnq"
"S_283","Y","20s","M","ASI","MW",NA,"","","Carrie","evenl","hint","evenpnq","c1","evenl-hint-c2-neg",0,35,60,64,85,"","exp2b","evenpnq"
"S_283","Y","20s","M","ASI","MW",NA,"","","Matt","evenh","read","evenq","c1","evenh-read-c2-pos",36,36,20,35,30,"","exp2b","evenq"
"S_283","Y","20s","M","ASI","MW",NA,"","","Alice","mnpi","wink","pq","c1","mnpi-wink-c2-neg",0,70,65,70,26,"","exp2b","pq"
"S_283","Y","20s","M","ASI","MW",NA,"","","Roy","snpi","ever","pnq","c1","snpi-ever-c2-neg",0,0,0,100,0,"","exp2b","pnq"
"S_282","Y","30s","M","AFR","MA",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",99,100,100,99,1,"","exp2b","pnq"
"S_282","Y","30s","M","AFR","MA",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",72,0,27,100,14,"","exp2b","evenpnq"
"S_282","Y","30s","M","AFR","MA",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",20,6,16,90,7,"","exp2b","pq"
"S_282","Y","30s","M","AFR","MA",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",20,23,90,50,50,"","exp2b","evenq"
"S_18","Y","40s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",13,15,10,5,10,"","exp2b","evenq"
"S_18","Y","40s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",0,85,18,81,59,"","exp2b","evenpnq"
"S_18","Y","40s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",50,14,65,87,15,"","exp2b","pq"
"S_18","Y","40s","M","CAU","MW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",75,70,50,75,30,"","exp2b","pnq"
"S_208","Y","50s","F","CAU","WE",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",100,100,100,75,0,"This is a very bland \cartoon.\  Anna and Jacob don't really have any facial expressions because they don't even have mouths so everything has to be assumed. ","exp2b","pnq"
"S_208","Y","50s","F","CAU","WE",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",0,75,90,80,0,"Once again the lack of facial expressions on the characters makes it necessary to make a lot of assumptions. ","exp2b","evenq"
"S_208","Y","50s","F","CAU","WE",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",50,0,0,90,0,"I don't have anything new to add here.","exp2b","pq"
"S_208","Y","50s","F","CAU","WE",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",10,100,100,100,0,"No.","exp2b","evenpnq"
"S_272","Y","50s","M","CAU","nonUS",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",76,76,71,72,83,"","exp2b","pq"
"S_272","Y","50s","M","CAU","nonUS",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",72,81,76,70,78,"","exp2b","pnq"
"S_272","Y","50s","M","CAU","nonUS",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",82,79,86,78,76,"","exp2b","evenpnq"
"S_272","Y","50s","M","CAU","nonUS",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",75,78,81,80,79,"","exp2b","evenq"
"S_218","Y","30s","M","CAU","SO",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",40,60,60,30,20,"","exp2b","pq"
"S_218","Y","30s","M","CAU","SO",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",30,40,70,60,40,"","exp2b","pnq"
"S_218","Y","30s","M","CAU","SO",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",70,60,50,60,0,"","exp2b","evenpnq"
"S_218","Y","30s","M","CAU","SO",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",60,50,40,60,40,"","exp2b","evenq"
"S_124","Y","50s","F","CAU","MW",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",30,10,71,58,24,"n/a","exp2b","evenq"
"S_124","Y","50s","F","CAU","MW",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",85,70,75,80,15,"n/a","exp2b","pnq"
"S_124","Y","50s","F","CAU","MW",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",50,15,10,65,10,"n/a","exp2b","pq"
"S_124","Y","50s","F","CAU","MW",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",10,90,90,85,65,"n/a","exp2b","evenpnq"
"S_144","Y","20s","M","LAT","WE",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",22,16,25,12,47,"","exp2b","evenq"
"S_144","Y","20s","M","LAT","WE",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",68,16,77,79,39,"","exp2b","evenpnq"
"S_144","Y","20s","M","LAT","WE",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",85,18,76,79,40,"","exp2b","pnq"
"S_144","Y","20s","M","LAT","WE",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",24,17,29,19,14,"","exp2b","pq"
"S_85","Y","30s","F","CAU","SW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",21,70,45,39,65,"","exp2b","pq"
"S_85","Y","30s","F","CAU","SW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",80,60,80,0,0,"","exp2b","pnq"
"S_85","Y","30s","F","CAU","SW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",60,90,60,60,0,"","exp2b","evenq"
"S_85","Y","30s","F","CAU","SW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",55,90,70,80,0,"","exp2b","evenpnq"
"S_313","Y","30s","F","CAU","SO",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",11,9,86,71,77,"","exp2b","evenpnq"
"S_313","Y","30s","F","CAU","SO",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",89,13,63,29,18,"","exp2b","pq"
"S_313","Y","30s","F","CAU","SO",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",95,69,95,65,33,"","exp2b","pnq"
"S_313","Y","30s","F","CAU","SO",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",80,58,88,83,59,"","exp2b","evenq"
"S_147","Y","50s","F","CAU","MW",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",11,75,65,39,8,"","exp2b","evenq"
"S_147","Y","50s","F","CAU","MW",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",80,34,27,9,5,"","exp2b","pq"
"S_147","Y","50s","F","CAU","MW",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",41,80,90,63,37,"","exp2b","pnq"
"S_147","Y","50s","F","CAU","MW",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",30,70,56,83,4,"","exp2b","evenpnq"
"S_286","N","20s","M","CAU","OT",NA,"","Bulgaria","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",2,31,10,60,75,"","exp2b","evenq"
"S_286","N","20s","M","CAU","OT",NA,"","Bulgaria","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",0,30,29,32,65,"","exp2b","pq"
"S_286","N","20s","M","CAU","OT",NA,"","Bulgaria","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",26,34,88,83,27,"","exp2b","evenpnq"
"S_286","N","20s","M","CAU","OT",NA,"","Bulgaria","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",27,39,72,78,57,"","exp2b","pnq"
"S_107","Y","30s","F","CAU","SO",NA,"","","Sally","evenh","praise","evenpnq","c1","evenh-praise-c2-pos",10,86,4,7,5,"","exp2b","evenpnq"
"S_107","Y","30s","F","CAU","SO",NA,"","","Jacob","evenl","smallest","pq","c1","evenl-smallest-c2-neg",87,13,87,18,2,"","exp2b","pq"
"S_107","Y","30s","F","CAU","SO",NA,"","","Lily","snpi","anything","evenq","c1","snpi-anything-c2-neg",13,69,4,4,3,"","exp2b","evenq"
"S_107","Y","30s","F","CAU","SO",NA,"","","Andrew","mnpi","clue","pnq","c1","mnpi-clue-c2-neg",17,19,11,10,9,"","exp2b","pnq"
"S_269","Y","30s","M","CAU","SW",NA,"","","Andrew","mnpi","clue","pq","c1","mnpi-clue-c2-neg",20,90,9,36,55,"","exp2b","pq"
"S_269","Y","30s","M","CAU","SW",NA,"","","Jacob","evenl","smallest","evenpnq","c1","evenl-smallest-c2-neg",90,92,85,94,34,"","exp2b","evenpnq"
"S_269","Y","30s","M","CAU","SW",NA,"","","Lily","snpi","anything","pnq2","c1","snpi-anything-c2-neg",84,21,95,84,89,"","exp2b","pnq"
"S_269","Y","30s","M","CAU","SW",NA,"","","Sally","evenh","praise","evenq","c1","evenh-praise-c2-pos",11,18,22,13,27,"","exp2b","evenq"
"S_281","Y","20s","M","NAT","MA",NA,"","","Alice","mnpi","wink","pq","c1","mnpi-wink-c2-neg",85,85,80,83,22,"","exp2b","pq"
"S_281","Y","20s","M","NAT","MA",NA,"","","Roy","snpi","ever","pnq","c1","snpi-ever-c2-neg",82,83,18,81,19,"","exp2b","pnq"
"S_281","Y","20s","M","NAT","MA",NA,"","","Carrie","evenl","hint","evenpnq","c1","evenl-hint-c2-neg",18,22,28,90,22,"","exp2b","evenpnq"
"S_281","Y","20s","M","NAT","MA",NA,"","","Matt","evenh","read","evenq","c1","evenh-read-c2-pos",83,50,85,15,33,"","exp2b","evenq"
"S_347","Y","30s","F","CAU","WE",NA,"","","Sally","evenh","praise","pq","c1","evenh-praise-c2-pos",96,53,44,70,15,"","exp2b","pq"
"S_347","Y","30s","F","CAU","WE",NA,"","","Jacob","evenl","smallest","pnq","c1","evenl-smallest-c2-neg",89,71,60,75,10,"","exp2b","pnq"
"S_347","Y","30s","F","CAU","WE",NA,"","","Lily","snpi","anything","evenpnq","c1","snpi-anything-c2-neg",21,72,70,85,82,"","exp2b","evenpnq"
"S_347","Y","30s","F","CAU","WE",NA,"","","Andrew","mnpi","clue","evenq","c1","mnpi-clue-c2-neg",28,62,55,76,67,"","exp2b","evenq"
"S_35","Y","30s","F","CAU","MW",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",56,31,35,70,34,"","exp2b","pnq"
"S_35","Y","30s","F","CAU","MW",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",65,60,35,75,1,"","exp2b","evenq"
"S_35","Y","30s","F","CAU","MW",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",51,44,44,0,55,"","exp2b","pq"
"S_35","Y","30s","F","CAU","MW",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",23,80,22,70,2,"","exp2b","evenpnq"
"S_10","Y","40s","M","CAU","MW",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",6,96,29,21,81,"","exp2b","evenq"
"S_10","Y","40s","M","CAU","MW",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",66,85,86,65,10,"","exp2b","evenpnq"
"S_10","Y","40s","M","CAU","MW",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",56,36,47,39,0,"","exp2b","pq"
"S_10","Y","40s","M","CAU","MW",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",83,80,96,22,3,"","exp2b","pnq"
"S_276","Y","30s","M","CAU","MW",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",14,70,27,83,57,"","exp2b","evenpnq"
"S_276","Y","30s","M","CAU","MW",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",22,72,83,86,62,"","exp2b","pnq"
"S_276","Y","30s","M","CAU","MW",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",13,76,83,80,54,"","exp2b","evenq"
"S_276","Y","30s","M","CAU","MW",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",23,75,89,82,71,"","exp2b","pq"
"S_34","Y","30s","F","CAU","SW",NA,"","","Carrie","evenl","hint","pnq","c1","evenl-hint-c2-neg",14,92,86,89,61,"","exp2b","pnq"
"S_34","Y","30s","F","CAU","SW",NA,"","","Roy","snpi","ever","evenpnq","c1","snpi-ever-c2-neg",84,92,89,90,0,"","exp2b","evenpnq"
"S_34","Y","30s","F","CAU","SW",NA,"","","Alice","mnpi","wink","evenq","c1","mnpi-wink-c2-neg",10,96,10,11,2,"","exp2b","evenq"
"S_34","Y","30s","F","CAU","SW",NA,"","","Matt","evenh","read","pq","c1","evenh-read-c2-pos",100,13,100,85,0,"","exp2b","pq"
"S_223","Y","40s","M","CAU","WE",NA,"","","Roy","snpi","ever","pq","c1","snpi-ever-c2-neg",38,0,36,13,0,"","exp2b","pq"
"S_223","Y","40s","M","CAU","WE",NA,"","","Carrie","evenl","hint","evenq","c1","evenl-hint-c2-neg",5,80,4,21,65,"","exp2b","evenq"
"S_223","Y","40s","M","CAU","WE",NA,"","","Alice","mnpi","wink","evenpnq","c1","mnpi-wink-c2-neg",1,95,42,58,1,"","exp2b","evenpnq"
"S_223","Y","40s","M","CAU","WE",NA,"","","Matt","evenh","read","pnq","c1","evenh-read-c2-pos",60,13,90,0,1,"","exp2b","pnq"
"S_260","Y","30s","M","CAU","MW",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",74,61,91,77,0,"Thanks!","exp2b","pnq"
"S_260","Y","30s","M","CAU","MW",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",1,59,11,70,0,"","exp2b","evenq"
"S_260","Y","30s","M","CAU","MW",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",91,59,97,5,0,"","exp2b","evenpnq"
"S_260","Y","30s","M","CAU","MW",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",10,86,9,6,35,"","exp2b","pq"
"S_165","Y","30s","F","CAU","WE",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",46,74,71,45,6,"","exp2b","pnq"
"S_165","Y","30s","F","CAU","WE",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",41,70,44,32,12,"","exp2b","pq"
"S_165","Y","30s","F","CAU","WE",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",30,9,31,46,0,"","exp2b","evenpnq"
"S_165","Y","30s","F","CAU","WE",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",21,45,30,37,36,"","exp2b","evenq"
"S_119","Y","40s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",20,74,12,6,3,"","exp2b","evenq"
"S_119","Y","40s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",30,64,52,66,81,"","exp2b","evenpnq"
"S_119","Y","40s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",28,69,60,64,67,"","exp2b","pq"
"S_119","Y","40s","M","CAU","MW",NA,"","","Sally","evenh","praise","pnq","c1","evenh-praise-c2-pos",36,71,52,35,16,"","exp2b","pnq"
"S_187","Y","20s","M","CAU","NE",NA,"","","Alice","mnpi","wink","pnq","c1","mnpi-wink-c2-neg",72,58,42,76,77,"","exp2b","pnq"
"S_187","Y","20s","M","CAU","NE",NA,"","","Roy","snpi","ever","evenq","c1","snpi-ever-c2-neg",37,33,73,84,60,"","exp2b","evenq"
"S_187","Y","20s","M","CAU","NE",NA,"","","Carrie","evenl","hint","pq","c1","evenl-hint-c2-neg",33,82,76,86,59,"","exp2b","pq"
"S_187","Y","20s","M","CAU","NE",NA,"","","Matt","evenh","read","evenpnq","c1","evenh-read-c2-pos",31,85,60,83,86,"","exp2b","evenpnq"
"S_219","Y","60s","M","CAU","MW",NA,"","","Lily","snpi","anything","pq2","c1","snpi-anything-c2-neg",74,26,69,69,55,"","exp2b","pq"
"S_219","Y","60s","M","CAU","MW",NA,"","","Andrew","mnpi","clue","evenpnq","c1","mnpi-clue-c2-neg",67,43,66,71,16,"","exp2b","evenpnq"
"S_219","Y","60s","M","CAU","MW",NA,"","","Jacob","evenl","smallest","evenq","c1","evenl-smallest-c2-neg",72,65,69,61,19,"","exp2b","evenq"
